timestamp_iso	tag	bench_label	ns	snapshotter	mem_total_kb	mem_avail_kb	mem_free_kb	mem_cached_kb	mem_slab_kb	mem_buffers_kb	containerd_main_rss_kb	shim_urunc_rss_sum_kb	qemu_rss_sum_kb	snapshotter_root_bytes	run_containerd_bytes	thin_pool_id	thin_data_pct	thin_meta_pct	thin_data_used_bytes	thin_meta_used_bytes	thin_metrics_source	snapshot_count	running_containers	container_start_sec	batch_elapsed_sec	resource_granularity_note
2026-04-06T02:52:20+00:00	before_sequential_30	no_view_devmapper_n30	default	devmapper	262726492	249214052	173471480	68960148	10311548	2285428	32508	3132	3100	1179648	15348	dm:containerd-pool	0.1707	0.6273	2291200	5262336	dmsetup	18	0			v2
2026-04-06T02:52:22+00:00	after_start_1_of_30	no_view_devmapper_n30	default	devmapper	262726492	249192924	173448592	68968124	10312236	2286192	32508	7828	93884	1179648	12609299	dm:containerd-pool	0.1708	0.6274	2292736	5263360	dmsetup	20	1	0.661153		v2
2026-04-06T02:52:23+00:00	after_start_2_of_30	no_view_devmapper_n30	default	devmapper	262726492	249326264	173574412	68976724	10312400	2292380	32508	14060	198988	1179648	25203313	dm:containerd-pool	0.1712	0.6284	2298368	5271040	dmsetup	22	2	0.630116		v2
2026-04-06T02:52:24+00:00	after_start_3_of_30	no_view_devmapper_n30	default	devmapper	262726492	249167320	173407272	68985808	10313212	2298568	32508	18760	301812	1179648	37797390	dm:containerd-pool	0.1718	0.6293	2305536	5278720	dmsetup	22	3	0.822731		v2
2026-04-06T02:52:25+00:00	after_start_4_of_30	no_view_devmapper_n30	default	devmapper	262726492	249071716	173303244	68995324	10314868	2304756	32508	25052	405068	1179648	50391530	dm:containerd-pool	0.1722	0.6302	2310656	5286400	dmsetup	24	4	0.657863		v2
2026-04-06T02:52:26+00:00	after_start_5_of_30	no_view_devmapper_n30	default	devmapper	262726492	248939248	173162468	69004604	10317024	2310940	32508	29776	507344	1179648	62985733	dm:containerd-pool	0.1728	0.6320	2319360	5301248	dmsetup	23	5	0.641716		v2
2026-04-06T02:52:28+00:00	after_start_6_of_30	no_view_devmapper_n30	default	devmapper	262726492	248821004	173035424	69014360	10319324	2317156	32508	34484	608812	1179648	75579999	dm:containerd-pool	0.1729	0.6321	2320896	5302784	dmsetup	25	6	0.670326		v2
2026-04-06T02:52:29+00:00	after_start_7_of_30	no_view_devmapper_n30	default	devmapper	262726492	248721272	172927084	69023940	10321240	2323360	32508	39200	713160	1179648	88174328	dm:containerd-pool	0.1733	0.6331	2326016	5310976	dmsetup	27	7	0.655600		v2
2026-04-06T02:52:30+00:00	after_start_8_of_30	no_view_devmapper_n30	default	devmapper	262726492	248591840	172789220	69033424	10323276	2329576	32508	45480	816344	1179648	100768720	dm:containerd-pool	0.1737	0.6341	2331136	5319168	dmsetup	26	8	0.662526		v2
2026-04-06T02:52:31+00:00	after_start_9_of_30	no_view_devmapper_n30	default	devmapper	262726492	248470352	172659576	69042520	10325108	2335792	32508	51748	920732	1179648	113363175	dm:containerd-pool	0.1741	0.6351	2336256	5327360	dmsetup	28	9	0.650352		v2
2026-04-06T02:52:32+00:00	after_start_10_of_30	no_view_devmapper_n30	default	devmapper	262726492	248305876	172486428	69052104	10326564	2341996	32508	56436	1024856	1179648	125957698	dm:containerd-pool	0.1745	0.6363	2342400	5337600	dmsetup	30	10	0.730773		v2
2026-04-06T02:52:34+00:00	after_start_11_of_30	no_view_devmapper_n30	default	devmapper	262726492	248160064	172331908	69061848	10329140	2348200	32508	62656	1128096	1179648	138552285	dm:containerd-pool	0.1750	0.6375	2349056	5347840	dmsetup	30	11	0.839086		v2
2026-04-06T02:52:35+00:00	after_start_12_of_30	no_view_devmapper_n30	default	devmapper	262726492	248004984	172168464	69071184	10330912	2354404	32508	68904	1231376	1179648	151146936	dm:containerd-pool	0.1755	0.6387	2355200	5358080	dmsetup	32	12	0.644721		v2
2026-04-06T02:52:36+00:00	after_start_13_of_30	no_view_devmapper_n30	default	devmapper	262726492	247884424	172039092	69081020	10332900	2360608	32508	73640	1335144	1179648	163741651	dm:containerd-pool	0.1759	0.6400	2361344	5368320	dmsetup	31	13	0.731127		v2
2026-04-06T02:52:37+00:00	after_start_14_of_30	no_view_devmapper_n30	default	devmapper	262726492	247764528	171910260	69090904	10334928	2366812	32508	78336	1436676	1179648	176336430	dm:containerd-pool	0.1764	0.6412	2367488	5378560	dmsetup	33	14	0.659046		v2
2026-04-06T02:52:39+00:00	after_start_15_of_30	no_view_devmapper_n30	default	devmapper	262726492	247653900	171790912	69100532	10336848	2373016	32508	86176	1540540	1179648	188931273	dm:containerd-pool	0.1768	0.6424	2373632	5388800	dmsetup	35	15	0.630833		v2
2026-04-06T02:52:40+00:00	after_start_16_of_30	no_view_devmapper_n30	default	devmapper	262726492	247515916	171643976	69110420	10339096	2379236	32508	92400	1646380	1179648	201526180	dm:containerd-pool	0.1773	0.6436	2379776	5399040	dmsetup	34	16	0.756068		v2
2026-04-06T02:52:41+00:00	after_start_17_of_30	no_view_devmapper_n30	default	devmapper	262726492	247425740	171544544	69120732	10341508	2385440	32508	98640	1749784	1179648	214121151	dm:containerd-pool	0.1778	0.6448	2385920	5409280	dmsetup	36	17	0.674607		v2
2026-04-06T02:52:43+00:00	after_start_18_of_30	no_view_devmapper_n30	default	devmapper	262726492	247288116	171398596	69130000	10343640	2391660	32508	103352	1852600	1179648	226716186	dm:containerd-pool	0.1785	0.6469	2395648	5426176	dmsetup	36	18	0.714680		v2
2026-04-06T02:52:44+00:00	after_start_19_of_30	no_view_devmapper_n30	default	devmapper	262726492	247126964	171227796	69140640	10345868	2397864	32508	111184	1955068	1179648	239311285	dm:containerd-pool	0.1787	0.6473	2398208	5429760	dmsetup	38	19	0.656115		v2
2026-04-06T02:52:45+00:00	after_start_20_of_30	no_view_devmapper_n30	default	devmapper	262726492	247028820	171121532	69149804	10348148	2404080	32508	115868	2059756	1179648	251906448	dm:containerd-pool	0.1794	0.6493	2407936	5446656	dmsetup	40	20	0.638647		v2
2026-04-06T02:52:46+00:00	after_start_21_of_30	no_view_devmapper_n30	default	devmapper	262726492	246898484	170982676	69159344	10350648	2410296	32508	122112	2164176	1179648	264501675	dm:containerd-pool	0.1799	0.6505	2414080	5456896	dmsetup	39	21	0.688690		v2
2026-04-06T02:52:48+00:00	after_start_22_of_30	no_view_devmapper_n30	default	devmapper	262726492	246783380	170858888	69168920	10352712	2416500	32508	126840	2268172	1179648	277096966	dm:containerd-pool	0.1803	0.6517	2420224	5467136	dmsetup	41	22	0.810768		v2
